appid,cluster_id,umap_x,umap_y,topic_0_x,topic_1_x,topic_2_x,topic_3_x,topic_4_x,topic_5_x,topic_6_x,topic_7_x,topic_8_x,topic_9_x,topic_0_y,topic_1_y,topic_2_y,topic_3_y,topic_4_y,topic_5_y,topic_6_y,topic_7_y,topic_8_y,topic_9_y
383870,1,8.279769,1.0142103,,,,,,,,,,,0.011116457025151334,0.01111213743548202,0.011113240898658311,0.011111755667362527,0.011114553839812916,0.2983755411257554,0.011112280183319775,0.6127127975310167,0.011114620639208947,0.011116615654232236
6000,2,10.498767,4.4444675,,,,,,,,,,,0.006251215599858731,0.006250288612753667,0.0062508709011292254,0.006251368766604886,0.006250704219170272,0.006250354492599332,0.9437427912526973,0.006250458850044132,0.006250680474381136,0.006251266830761332
1238860,2,11.457668,5.1787443,,,,,,,,,,,0.009091386427893021,0.009092738717546539,0.009095118796449387,0.009092612205070879,0.009093450915880166,0.00909107490625646,0.9181663369311827,0.009093320991654916,0.009092258786687403,0.009091701321378567
1619450,0,12.139396,1.0839438,,,,,,,,,,,0.005884289175774209,0.005883395472462392,0.005886222797834922,0.005883614873805859,0.005884658425836725,0.4640559138090181,0.005883628118705414,0.005883701140756676,0.0058834113165791855,0.4888711648692265
728880,1,6.9644103,3.2847989,,,,,,,,,,,0.0055568829222655755,0.005556859236055167,0.00555679250413685,0.9499860150865826,0.0055570396291931175,0.005557498911702529,0.00555725912320742,0.005557757101209957,0.005556689482706996,0.0055572060029398605
291650,0,13.907188,1.8905233,,,,,,,,,,,0.00526453527036228,0.005264253621229356,0.428729793339875,0.005263630263496132,0.5291572199998514,0.00526399255631962,0.005263549993190825,0.00526434177889699,0.005264208710266253,0.005264474466512135
680420,4,11.394135,2.506645,,,,,,,,,,,0.008337151836911498,0.008335395708072476,0.008335532575789952,0.008336271045639738,0.00833631587670062,0.008335974641922239,0.008335869178656466,0.008334729587421916,0.4955715047861653,0.43774125476271986
1029690,4,11.563031,5.865174,,,,,,,,,,,0.004763058914687537,0.45165635444926255,0.5102392704588797,0.004763614699488312,0.004762974438346277,0.004762860600424316,0.0047629064679773556,0.004763108831477524,0.004763015438273007,0.004762835701183399
418240,3,10.869809,0.6833935,,,,,,,,,,,0.0058829959909492465,0.005883590540666254,0.005883473551714404,0.005883780151013732,0.005883690398413998,0.005883629707924355,0.005883063920743883,0.9470455240150025,0.005885306469936951,0.00588494525363468
883710,4,9.584571,1.4279107,,,,,,,,,,,0.005882970104192787,0.005884012227166631,0.005882992237636268,0.005883617299952401,0.0058826922602881315,0.005885264872221498,0.9470496670378044,0.005882973564803238,0.00588308987447912,0.00588272052145568
237930,0,11.5340605,1.5536274,,,,,,,,,,,0.011114520760531363,0.8999796549187955,0.011114621446090146,0.011112473167944689,0.011112917507784193,0.011114201812335552,0.011111607683333137,0.011115840262651385,0.011112170655522587,0.011111991785011608
417910,5,10.238416,4.6165104,,,,,,,,,,,0.004168005558451665,0.004167564728756183,0.00416757067164706,0.004167953993891752,0.004168251580361896,0.004167888067713775,0.9624892203972722,0.004168299602922827,0.004167633158747505,0.004167612240235126
22330,0,12.463629,1.4157563,,,,,,,,,,,0.0034490859780342133,0.0034486446049342787,0.003448401037457483,0.968962433493025,0.003448537609280008,0.0034485178042919173,0.003448698466078143,0.003448607607936644,0.003448560896711713,0.0034485125022505844
1755910,1,6.9686494,2.7760224,,,,,,,,,,,0.016670412270835114,0.016668601262095118,0.01666852994596879,0.016668176363447765,0.016674254070984548,0.016668105319246555,0.8499730863171512,0.016674739451717546,0.016667183379553578,0.016666911618999646
1676130,4,10.34226,1.6775149,,,,,,,,,,,0.007142989258912502,0.0071434445506875265,0.007144056843503802,0.0071448749051213345,0.007144250439447122,0.007144423632532047,0.9357022357378216,0.007145174607033789,0.007144183086812087,0.007144366938128207
1987080,4,8.737591,1.2144239,,,,,,,,,,,0.0076934070157204755,0.007693100036496655,0.007693351568535695,0.00769375858410357,0.42458126705176563,0.007695825351229992,0.007695294985533656,0.0076930879995560555,0.5138678527031153,0.007693054703942896
962130,5,9.003789,4.775278,,,,,,,,,,,0.009092386722112758,0.00909155811110603,0.009092245485065487,0.009091858702401685,0.00909200130921987,0.9181722659667051,0.009091061262059021,0.009091553847753392,0.009091998676139764,0.009093069917437002
350640,1,8.521953,0.7014668,,,,,,,,,,,0.006251153468319417,0.006250810770119017,0.0062520404196525214,0.006251303362174362,0.0062512345569147735,0.006251558570446389,0.006250953461499452,0.9437370942580828,0.006252075339250238,0.006251775793540984
243470,4,10.315226,0.24371305,,,,,,,,,,,0.020004573311982972,0.020004584810774533,0.02000006032885612,0.02000307586272141,0.020007290803735547,0.02000647090245775,0.020001871716041255,0.02000359371822945,0.02000214514429489,0.8199663334009062
312990,1,6.99052,2.6631181,,,,,,,,,,,0.02000035457136656,0.020004301200146214,0.020002913911162865,0.0200014912919613,0.8199588810637205,0.020015138426817344,0.020000873183759975,0.020001779616819787,0.02000727419830768,0.020006992535937802
7940,2,12.092449,5.327725,,,,,,,,,,,0.004167382421586387,0.004167350999816462,0.004167205682364237,0.00416701200803137,0.0041669350287536775,0.004166889229338617,0.004167039369524012,0.9624962938832718,0.004166980902688094,0.004166910474625237
1049590,1,12.507088,3.0399654,,,,,,,,,,,0.005883095964042776,0.0058835871814089166,0.0058839384447485965,0.005884158430092491,0.005883436980975279,0.00588419440459789,0.00588340239528998,0.9470477243130105,0.005882800989337282,0.005883660896496639
355180,2,10.437509,2.8965712,,,,,,,,,,,0.007694374283701374,0.007693272378399526,0.007693337354395201,0.007695621961372719,0.5598664836090311,0.378579305755582,0.00769439785559596,0.007695102802891332,0.00769452981256921,0.007693574186461637
200260,4,11.272239,-0.053399283,,,,,,,,,,,0.012501092807993178,0.012500435630286546,0.14575406093979407,0.01250046517582908,0.012502307596557275,0.012500548336830413,0.7542399785019438,0.012500000055871858,0.0125003277327316,0.01250078322216222
374320,0,12.214191,0.90177155,,,,,,,,,,,0.00714588519403415,0.007143664178019062,0.9357010114864374,0.007143915803906463,0.007143599109186328,0.007143351900893097,0.007143851813040862,0.007147507810189211,0.007143654097298852,0.0071435586069944716
2001120,1,7.882752,2.319585,,,,,,,,,,,0.01111146192977291,0.011111437571002422,0.011113429594281833,0.011112668634249624,0.8999822208580248,0.011114421152035578,0.011113755295076565,0.01111418898189614,0.011114167387623376,0.011112248596036661
218230,2,10.648444,4.5191054,,,,,,,,,,,0.006667527707646837,0.006667227660795027,0.006667910848401883,0.006668167459895456,0.9399884099613615,0.006667265818465122,0.006668676277936011,0.006670078735923127,0.0066676420408078325,0.006667093488767257
640590,1,7.8164797,2.4275901,,,,,,,,,,,0.004762588373980217,0.004762879191250224,0.004762520292320668,0.31839190717043936,0.004762675155646241,0.004762583643767906,0.004763082654260987,0.6435069664865315,0.004762581551080008,0.00476221548072298
529340,3,9.26418,7.342387,,,,,,,,,,,0.006250584325926511,0.006252118231931851,0.006250373709508026,0.006250629382320288,0.006252005375436365,0.006251727985628663,0.006250518791720237,0.9437404136489502,0.006250207508975576,0.0062514210396022105
1129580,5,8.473097,5.4929786,,,,,,,,,,,0.005001296261146409,0.431612141759688,0.005000621844867423,0.005000988492098829,0.005001636513231843,0.21777482988047456,0.005000723753417222,0.005000977105997711,0.005000715658195777,0.3156060687308822
287700,4,10.10846,0.76724905,,,,,,,,,,,0.7373399463082725,0.22265370201473697,0.005000383059950074,0.005001613421556017,0.005001043343901001,0.0050006894438183215,0.00500079897141348,0.005000797653127218,0.005000653911140973,0.005000371872083329
244210,5,6.3235598,5.995411,,,,,,,,,,,0.011111979299741946,0.011111672678447591,0.011113041018614343,0.011112585765260039,0.011112160923771928,0.011111158491727455,0.8999920312298052,0.011112575459474873,0.01111149209986999,0.011111303033286456
750920,4,10.749789,0.95724857,,,,,,,,,,,0.016670146008910165,0.016669076163970512,0.01667193639604724,0.016667898655254344,0.01666850359203376,0.8499804469677031,0.01666725982689901,0.016667178051904298,0.016668739596784856,0.016668814740492605
674020,2,11.427014,4.8000574,,,,,,,,,,,0.005000928186240427,0.11027787847099171,0.005000823942758748,0.005001424312781072,0.5848404427677159,0.005000928203808205,0.2698745350469858,0.005001122833212737,0.005001218053395208,0.00500069818211026
202990,2,10.622602,4.412345,,,,,,,,,,,0.005883178633055349,0.005883736769502377,0.005882649454279674,0.005882498768990257,0.9470513016369118,0.0058827003679845806,0.0058831148732779864,0.005884872749113167,0.005883078418745888,0.0058828683281388254
1237970,2,10.953704,4.3442025,,,,,,,,,,,0.0038472527584138714,0.0038474629975221927,0.003846562018945214,0.003846908949429489,0.0038469070036925594,0.003846330188000022,0.0038472125014671244,0.003847084966325529,0.00384797050951119,0.9653763081066927
324800,4,11.308174,2.5336928,,,,,,,,,,,0.1628781332301758,0.006250650472797783,0.006250498425361415,0.006250687727080476,0.0062510782010607455,0.006250550717952126,0.0062506570265318025,0.006252107315101414,0.006250865301308792,0.7871147715826297
300,2,11.246365,5.5497026,,,,,,,,,,,0.016669999794333624,0.01666717488527264,0.016667412066299885,0.016668720656667687,0.01666910266217502,0.016667108820766413,0.01667055103118048,0.016668914931776878,0.849983205332937,0.016667809818590305
245620,3,8.809347,6.7580633,,,,,,,,,,,0.0055561621428135794,0.44394907407767087,0.005556275523965014,0.005556796538129104,0.0055566949967261,0.005555925186708528,0.5115991456084226,0.0055576858272931235,0.0055564384484149375,0.005555801649856096
1240440,4,11.125699,2.878488,,,,,,,,,,,0.008336027210527905,0.00833615075571501,0.008334388711420112,0.008335540520062574,0.9249826581405879,0.008334446783912442,0.00833510654917887,0.008335307014141822,0.008335589221966613,0.008334785092486854
245170,1,11.797667,-0.8983879,,,,,,,,,,,0.006669139568499938,0.006667447407859505,0.0066691402878011966,0.006668981676485371,0.006667524534549744,0.006667393352980622,0.9399856793456276,0.0066681174792870175,0.006667821124808421,0.006668755222100535
526870,5,8.945209,5.0760794,,,,,,,,,,,0.005264279418842248,0.005264253027114451,0.005265071666940081,0.005264793262950712,0.4430796061997087,0.26069481210440004,0.005264149829414585,0.005264148136985339,0.005263942966871302,0.2593749433867727
1259420,4,9.419278,4.0034003,,,,,,,,,,,0.0050011208395665495,0.005001283234324343,0.005000976055285386,0.005000731632424095,0.005001218055510472,0.9549904911018414,0.005000844841881425,0.005002183464724003,0.00500038241648538,0.005000768357956927
1266680,4,8.358295,1.1775221,,,,,,,,,,,0.016668469647974415,0.016667567422526137,0.01666765870078327,0.01666972066820652,0.016668025757298584,0.8499852786773181,0.016668648533804575,0.016667712396624724,0.016668132244296845,0.016668785951166876
48000,1,7.664297,1.8620428,,,,,,,,,,,0.03333804325810664,0.03333333354639745,0.03335564048624656,0.03333556633095684,0.03333501411000624,0.033333333501637086,0.03334725175554672,0.03333333350508497,0.03333333362819228,0.6999551498778253
24240,2,10.148932,3.6035843,,,,,,,,,,,0.016667729248493583,0.016669190297494665,0.016671084127233553,0.016667773517564547,0.849977178004456,0.01667090741785129,0.01666858135969622,0.016668998662974787,0.016670043996746806,0.016668513367488386
775500,0,12.5174675,0.8090403,,,,,,,,,,,0.00769298325854486,0.9307589886009343,0.007694111600050441,0.007692896570513815,0.007693776233952025,0.007693872927296039,0.007692841805982457,0.007693321485187853,0.007692953594558376,0.007694253922979778
342200,2,10.766005,4.5742,,,,,,,,,,,0.006251911420448363,0.006251015993165569,0.006253017691593599,0.00625060284875764,0.006252100504912092,0.006252330168800073,0.0062512682079117745,0.00625154214059093,0.9437348275159071,0.006251383507912868
1468810,0,6.242222,1.693253,,,,,,,,,,,0.007143878211727069,0.007143204390719095,0.007144149885091379,0.007144593769831003,0.5652224139616854,0.007144230219264061,0.007146185911575931,0.007142923867076854,0.3776240757838581,0.007144343999171135
378540,0,11.322398,1.4296409,,,,,,,,,,,0.016667582943259898,0.0166678523385362,0.01666776392088035,0.016667903645318137,0.5218561008799975,0.34480140721216523,0.016667859189127086,0.016668287839903147,0.01666809416632393,0.016667147864488554
703080,3,8.000022,6.2638535,,,,,,,,,,,0.004348018781061475,0.9608645302639858,0.004348270841402319,0.004348383414361424,0.004348604007525765,0.004348879598538074,0.0043480157809176,0.004348005873367091,0.004348157851131867,0.00434913358770857
220440,0,11.859338,0.24748488,,,,,,,,,,,0.020003379791185164,0.020001286153502423,0.39436626698559923,0.4456049063580559,0.020004143625505948,0.020006617311522028,0.020001039541945365,0.020002638800711778,0.02000340325837065,0.020006318173601566
1145350,0,5.6965475,1.8460543,,,,,,,,,,,0.007694433202318276,0.007693647999361279,0.5580057661463281,0.007694622112965683,0.007692830872819224,0.007693065263759137,0.007692853642939544,0.2961184651631058,0.09202022628219084,0.007694089314211956
39120,0,12.654133,2.2964597,,,,,,,,,,,0.004350777684067262,0.0043487195454634505,0.004349032976684242,0.004348501732685193,0.0043484502446818835,0.960859780935149,0.004349111365190296,0.004348575700826981,0.004348529359017446,0.00434852045623417
1085660,2,11.446273,2.6877875,,,,,,,,,,,0.190456111245367,0.010001279411725466,0.010001555782296742,0.010000859655053736,0.7295329677658443,0.010002186258822418,0.010000642242880534,0.010002540736628474,0.010000528654908511,0.010001328246472865
1491000,2,10.793842,4.485737,,,,,,,,,,,0.413139144293056,0.006667405210950232,0.006667359323494039,0.006667371992581567,0.5335190197857556,0.006667553899625316,0.006667675727189026,0.006669343819008443,0.006667719620872502,0.006667406327467291
368500,4,10.536979,0.7463382,,,,,,,,,,,0.009091883326366079,0.009091594249011611,0.9181702451734296,0.009093105085583895,0.009091969460866382,0.009092328746616233,0.009092295960563268,0.009091914091607306,0.009091703548762929,0.009092960357192646
304930,5,10.987679,3.0947683,,,,,,,,,,,0.010001190737918778,0.010001158428267733,0.5264566592198303,0.010000126354155321,0.010003352896063529,0.3935293291424648,0.01000095126982948,0.010001512970630896,0.010003354493590274,0.01000236448724897
380600,5,7.6917315,5.5271606,,,,,,,,,,,0.005884128088775939,0.005883216077521069,0.005883354394923416,0.0058854656256507685,0.9470475111395583,0.005882614617936646,0.00588367676065315,0.005883242700881022,0.005883582018510714,0.005883208575588752
311860,1,13.1889105,1.5440375,,,,,,,,,,,0.010003496066536511,0.010001287301052104,0.010001989844650025,0.010000249784356055,0.010000869704418975,0.010000912217272756,0.01000367899311692,0.010002472233176697,0.010001402798871031,0.9099836410565489
701160,3,8.672253,6.3720484,,,,,,,,,,,0.004000579051940617,0.004001210190210265,0.004002256542592532,0.0040007619678484145,0.004001207415871302,0.6128303828549324,0.0040006424119811,0.3551601330466596,0.004001627650243446,0.004001198867720266
252950,1,4.673134,5.1559424,,,,,,,,,,,0.004348569570423965,0.004348150490729677,0.004348588373952639,0.004349137928798823,0.004348675281754751,0.004348230811052534,0.9608637764455189,0.0043481822816608335,0.004348339815050961,0.004348349001056752
495420,5,10.31616,2.959609,,,,,,,,,,,0.005263363845768198,0.005265827682187848,0.005263337116880872,0.005263699972722914,0.005264821277977315,0.8148303458196264,0.005263692713887163,0.005263609061947992,0.00526352552212013,0.143057776986881
440900,5,9.008967,4.701904,,,,,,,,,,,0.2469172854964833,0.005263749511206065,0.005264382502377425,0.14854873963389587,0.00526472277266026,0.5676843048881715,0.005264243472820555,0.005263938740432149,0.005264277697875832,0.005264355284077257
